Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Counts
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,80
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment or flat in a duplex,,,,325
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Apartment in a building that has fewer than five storeys,,,,2780
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Other single-attached house,,,,5
M5P,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,0
M5P,Family characteristics,Total - Private households by household size - 100% data,,,,,,9350
M5P,Family characteristics,Total - Private households by household size - 100% data,1 person,,,,,3820
M5P,Family characteristics,Total - Private households by household size - 100% data,2 persons,,,,,3115
M5P,Family characteristics,Total - Private households by household size - 100% data,3 persons,,,,,1005
M5P,Family characteristics,Total - Private households by household size - 100% data,4 persons,,,,,910
M5P,Family characteristics,Total - Private households by household size - 100% data,5 or more persons,,,,,505
M5P,Family characteristics,Number of persons in private households,,,,,,19380
M5P,Family characteristics,Average household size,,,,,,2.1
M5P,Family characteristics,Total - Census families in private households by family size - 100% data,,,,,,5120
M5P,Family characteristics,Total - Census families in private households by family size - 100% data,2 persons,,,,,2865
M5P,Family characteristics,Total - Census families in private households by family size - 100% data,3 persons,,,,,945
M5P,Family characteristics,Total - Census families in private households by family size - 100% data,4 persons,,,,,920
M5P,Family characteristics,Total - Census families in private households by family size - 100% data,5 or more persons,,,,,390
M5P,Family characteristics,Average size of census families,,,,,,2.8
M5P,Family characteristics,Total number of census families in private households - 100% data,,,,,,5125
M5P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,,,,,4470
M5P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,3690
M5P,Family characteristics,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,780
M5P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,,,,,655
M5P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Female parent,,,,545
M5P,Family characteristics,Total number of census families in private households - 100% data,Total lone-parent families by sex of parent,Male parent,,,,110
M5P,Family characteristics,Total - Couple census families in private households - 100% data,,,,,,4470
M5P,Family characteristics,Total - Couple census families in private households - 100% data,Couples without children,,,,,2440
M5P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,,,,,2030
M5P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,1 child,,,,775
M5P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,2 children,,,,875
M5P,Family characteristics,Total - Couple census families in private households - 100% data,Couples with children,3 or more children,,,,380
M5P,Family characteristics,Total - Lone-parent census families in private households - 100% data,,,,,,655
M5P,Family characteristics,Total - Lone-parent census families in private households - 100% data,1 child,,,,,425
M5P,Family characteristics,Total - Lone-parent census families in private households - 100% data,2 children,,,,,170
M5P,Family characteristics,Total - Lone-parent census families in private households - 100% data,3 or more children,,,,,50
M5P,Family characteristics,Total - Persons not in census families in private households - 100% data,,,,,,5090
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,13950
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,735
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,7295
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,,,,,5920
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Semi-detached house,,,,760
M5R,Family characteristics,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other attached dwelling,Row house,,,,595
